Datum von;Datum bis;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
21.04.2024 16:00;21.04.2024 17:00;43.526,50;13.460,75
21.04.2024 17:00;21.04.2024 18:00;45.485,50;20.159,75
21.04.2024 18:00;21.04.2024 19:00;48.325,25;29.181,50
21.04.2024 19:00;21.04.2024 20:00;49.046,50;35.291,25
21.04.2024 20:00;21.04.2024 21:00;48.862,50;36.969,25
21.04.2024 21:00;21.04.2024 22:00;48.140,50;36.269,50
21.04.2024 22:00;21.04.2024 23:00;46.907,00;35.346,00
21.04.2024 23:00;22.04.2024 00:00;43.949,00;33.132,75
22.04.2024 00:00;22.04.2024 01:00;42.005,25;30.841,75
22.04.2024 01:00;22.04.2024 02:00;40.790,00;30.787,50
22.04.2024 02:00;22.04.2024 03:00;40.194,75;31.296,50
22.04.2024 03:00;22.04.2024 04:00;40.461,75;32.478,25
22.04.2024 04:00;22.04.2024 05:00;42.456,25;35.110,25
22.04.2024 05:00;22.04.2024 06:00;46.266,25;39.315,50
22.04.2024 06:00;22.04.2024 07:00;53.305,75;46.139,50
22.04.2024 07:00;22.04.2024 08:00;58.030,50;47.781,75
22.04.2024 08:00;22.04.2024 09:00;61.086,50;45.248,75
22.04.2024 09:00;22.04.2024 10:00;62.703,25;40.872,75
22.04.2024 10:00;22.04.2024 11:00;63.914,25;37.424,25
22.04.2024 11:00;22.04.2024 12:00;64.503,75;35.728,25
22.04.2024 12:00;22.04.2024 13:00;64.071,50;34.703,50
22.04.2024 13:00;22.04.2024 14:00;62.754,50;34.085,75
22.04.2024 14:00;22.04.2024 15:00;60.784,25;33.415,25
22.04.2024 15:00;22.04.2024 16:00;59.213,25;34.407,50
22.04.2024 16:00;22.04.2024 17:00;57.809,75;36.871,00
22.04.2024 17:00;22.04.2024 18:00;58.698,00;42.678,25
22.04.2024 18:00;22.04.2024 19:00;59.293,50;48.951,75
22.04.2024 19:00;22.04.2024 20:00;59.737,25;53.869,00
22.04.2024 20:00;22.04.2024 21:00;58.727,50;54.171,75
22.04.2024 21:00;22.04.2024 22:00;56.645,25;51.553,25
22.04.2024 22:00;22.04.2024 23:00;53.510,00;48.090,50
22.04.2024 23:00;23.04.2024 00:00;49.578,25;44.227,00
23.04.2024 00:00;23.04.2024 01:00;45.209,00;40.620,75
23.04.2024 01:00;23.04.2024 02:00;44.012,00;39.845,75
23.04.2024 02:00;23.04.2024 03:00;43.400,50;39.536,75
23.04.2024 03:00;23.04.2024 04:00;43.570,50;39.898,50
23.04.2024 04:00;23.04.2024 05:00;45.174,25;41.542,50
23.04.2024 05:00;23.04.2024 06:00;48.582,50;44.876,75
23.04.2024 06:00;23.04.2024 07:00;55.097,50;50.668,75
23.04.2024 07:00;23.04.2024 08:00;59.654,50;50.965,75
23.04.2024 08:00;23.04.2024 09:00;62.419,50;46.335,50
23.04.2024 09:00;23.04.2024 10:00;63.655,00;39.957,75
23.04.2024 10:00;23.04.2024 11:00;64.538,75;34.973,50
23.04.2024 11:00;23.04.2024 12:00;64.976,25;32.623,75
23.04.2024 12:00;23.04.2024 13:00;64.506,75;31.761,75
23.04.2024 13:00;23.04.2024 14:00;63.297,50;31.381,75
23.04.2024 14:00;23.04.2024 15:00;61.336,75;30.620,00
23.04.2024 15:00;23.04.2024 16:00;59.799,25;31.628,25
23.04.2024 16:00;23.04.2024 17:00;58.409,75;33.848,50
23.04.2024 17:00;23.04.2024 18:00;59.035,25;38.777,50
23.04.2024 18:00;23.04.2024 19:00;59.547,00;43.820,00
23.04.2024 19:00;23.04.2024 20:00;59.925,75;48.162,25
23.04.2024 20:00;23.04.2024 21:00;58.904,00;48.995,00
23.04.2024 21:00;23.04.2024 22:00;56.874,25;47.365,00
23.04.2024 22:00;23.04.2024 23:00;53.594,50;44.217,75
23.04.2024 23:00;24.04.2024 00:00;49.561,00;40.351,75
24.04.2024 00:00;24.04.2024 01:00;44.969,25;33.673,25
24.04.2024 01:00;24.04.2024 02:00;43.474,25;31.934,00
24.04.2024 02:00;24.04.2024 03:00;43.001,75;31.113,50
24.04.2024 03:00;24.04.2024 04:00;43.442,75;31.389,00
24.04.2024 04:00;24.04.2024 05:00;44.959,00;32.960,50
24.04.2024 05:00;24.04.2024 06:00;48.604,50;36.831,75
24.04.2024 06:00;24.04.2024 07:00;55.185,75;43.218,00
24.04.2024 07:00;24.04.2024 08:00;59.696,50;44.957,00
24.04.2024 08:00;24.04.2024 09:00;62.466,50;43.061,75
24.04.2024 09:00;24.04.2024 10:00;63.572,25;39.604,25
24.04.2024 10:00;24.04.2024 11:00;64.496,25;37.109,75
24.04.2024 11:00;24.04.2024 12:00;65.042,75;35.435,50
24.04.2024 12:00;24.04.2024 13:00;64.399,25;33.966,50
24.04.2024 13:00;24.04.2024 14:00;63.050,75;32.201,25
24.04.2024 14:00;24.04.2024 15:00;61.085,25;30.466,00
24.04.2024 15:00;24.04.2024 16:00;59.672,75;30.280,00
24.04.2024 16:00;24.04.2024 17:00;58.272,00;31.690,00
24.04.2024 17:00;24.04.2024 18:00;59.116,25;36.990,25
24.04.2024 18:00;24.04.2024 19:00;59.487,00;43.078,75
24.04.2024 19:00;24.04.2024 20:00;59.987,75;48.885,75
24.04.2024 20:00;24.04.2024 21:00;58.943,75;49.957,25
24.04.2024 21:00;24.04.2024 22:00;56.819,25;47.749,00
24.04.2024 22:00;24.04.2024 23:00;53.586,00;44.501,75
24.04.2024 23:00;25.04.2024 00:00;49.567,75;40.728,75
25.04.2024 00:00;25.04.2024 01:00;45.645,25;35.992,00
25.04.2024 01:00;25.04.2024 02:00;43.940,50;34.516,25
25.04.2024 02:00;25.04.2024 03:00;43.645,50;34.290,50
25.04.2024 03:00;25.04.2024 04:00;44.220,75;35.086,50
25.04.2024 04:00;25.04.2024 05:00;45.569,50;36.785,25
25.04.2024 05:00;25.04.2024 06:00;47.893,00;39.517,50
25.04.2024 06:00;25.04.2024 07:00;54.492,25;46.039,25
25.04.2024 07:00;25.04.2024 08:00;59.264,00;48.502,25
25.04.2024 08:00;25.04.2024 09:00;61.943,25;47.184,25
25.04.2024 09:00;25.04.2024 10:00;63.059,25;43.679,50
25.04.2024 10:00;25.04.2024 11:00;63.894,25;39.725,50
25.04.2024 11:00;25.04.2024 12:00;64.146,75;36.476,75
25.04.2024 12:00;25.04.2024 13:00;63.577,25;33.784,25
25.04.2024 13:00;25.04.2024 14:00;62.353,75;31.905,50
25.04.2024 14:00;25.04.2024 15:00;60.369,75;29.879,25
25.04.2024 15:00;25.04.2024 16:00;58.628,25;29.782,25
25.04.2024 16:00;25.04.2024 17:00;57.439,50;32.509,00
25.04.2024 17:00;25.04.2024 18:00;58.047,50;38.623,75
25.04.2024 18:00;25.04.2024 19:00;58.713,75;45.957,25
25.04.2024 19:00;25.04.2024 20:00;58.923,00;51.654,75
25.04.2024 20:00;25.04.2024 21:00;57.729,00;52.425,75
25.04.2024 21:00;25.04.2024 22:00;55.408,25;49.142,25
25.04.2024 22:00;25.04.2024 23:00;52.107,50;44.272,75
25.04.2024 23:00;26.04.2024 00:00;48.264,50;39.031,75
26.04.2024 00:00;26.04.2024 01:00;46.396,25;34.395,25
26.04.2024 01:00;26.04.2024 02:00;44.897,25;31.855,00
26.04.2024 02:00;26.04.2024 03:00;43.965,00;30.257,00
26.04.2024 03:00;26.04.2024 04:00;44.524,25;30.851,50
26.04.2024 04:00;26.04.2024 05:00;45.930,50;32.623,75
26.04.2024 05:00;26.04.2024 06:00;48.985,25;36.051,50
26.04.2024 06:00;26.04.2024 07:00;54.723,00;41.299,00
26.04.2024 07:00;26.04.2024 08:00;59.509,00;42.597,00
26.04.2024 08:00;26.04.2024 09:00;62.131,50;40.258,75
26.04.2024 09:00;26.04.2024 10:00;62.979,00;36.267,50
26.04.2024 10:00;26.04.2024 11:00;63.404,25;31.967,50
26.04.2024 11:00;26.04.2024 12:00;63.683,00;29.059,50
26.04.2024 12:00;26.04.2024 13:00;63.437,00;27.569,75
26.04.2024 13:00;26.04.2024 14:00;62.025,25;26.809,50
26.04.2024 14:00;26.04.2024 15:00;60.149,00;26.770,25
26.04.2024 15:00;26.04.2024 16:00;58.946,75;28.987,00
26.04.2024 16:00;26.04.2024 17:00;58.227,00;33.464,25
26.04.2024 17:00;26.04.2024 18:00;59.095,00;40.924,25
26.04.2024 18:00;26.04.2024 19:00;59.684,25;48.840,00
26.04.2024 19:00;26.04.2024 20:00;58.962,75;53.838,75
26.04.2024 20:00;26.04.2024 21:00;57.110,75;54.106,00
26.04.2024 21:00;26.04.2024 22:00;55.091,00;51.710,50
26.04.2024 22:00;26.04.2024 23:00;51.806,25;47.584,00
26.04.2024 23:00;27.04.2024 00:00;47.979,00;43.098,25
27.04.2024 00:00;27.04.2024 01:00;43.909,50;39.702,50
27.04.2024 01:00;27.04.2024 02:00;42.634,00;38.165,50
27.04.2024 02:00;27.04.2024 03:00;41.738,50;37.096,50
27.04.2024 03:00;27.04.2024 04:00;41.289,25;36.531,25
27.04.2024 04:00;27.04.2024 05:00;41.072,00;36.051,00
27.04.2024 05:00;27.04.2024 06:00;41.577,75;36.080,75
27.04.2024 06:00;27.04.2024 07:00;42.119,50;34.814,75
27.04.2024 07:00;27.04.2024 08:00;44.647,50;31.246,25
27.04.2024 08:00;27.04.2024 09:00;47.882,25;26.025,25
27.04.2024 09:00;27.04.2024 10:00;50.849,00;21.051,50
27.04.2024 10:00;27.04.2024 11:00;52.344,25;15.164,00
27.04.2024 11:00;27.04.2024 12:00;52.882,00;9.280,75
27.04.2024 12:00;27.04.2024 13:00;52.341,75;4.464,00
27.04.2024 13:00;27.04.2024 14:00;50.408,25;1.272,00
27.04.2024 14:00;27.04.2024 15:00;48.786,00;1.548,25
27.04.2024 15:00;27.04.2024 16:00;48.197,25;5.377,25
27.04.2024 16:00;27.04.2024 17:00;48.183,25;11.772,25
27.04.2024 17:00;27.04.2024 18:00;48.700,50;20.433,50
27.04.2024 18:00;27.04.2024 19:00;49.172,75;30.271,00
27.04.2024 19:00;27.04.2024 20:00;48.627,50;35.807,50
27.04.2024 20:00;27.04.2024 21:00;47.617,75;34.646,00
27.04.2024 21:00;27.04.2024 22:00;46.150,50;29.694,75
27.04.2024 22:00;27.04.2024 23:00;44.263,75;24.408,00
27.04.2024 23:00;28.04.2024 00:00;41.435,25;19.397,50
28.04.2024 00:00;28.04.2024 01:00;39.004,50;17.571,00
28.04.2024 01:00;28.04.2024 02:00;37.259,00;14.781,00
28.04.2024 02:00;28.04.2024 03:00;36.203,75;12.962,50
28.04.2024 03:00;28.04.2024 04:00;35.851,50;12.109,75
28.04.2024 04:00;28.04.2024 05:00;35.870,00;11.466,00
28.04.2024 05:00;28.04.2024 06:00;36.469,75;11.218,25
28.04.2024 06:00;28.04.2024 07:00;36.973,75;9.642,25
28.04.2024 07:00;28.04.2024 08:00;39.087,50;7.178,00
28.04.2024 08:00;28.04.2024 09:00;42.277,50;5.366,00
28.04.2024 09:00;28.04.2024 10:00;46.124,25;3.410,50
28.04.2024 10:00;28.04.2024 11:00;48.654,75;657,75
28.04.2024 11:00;28.04.2024 12:00;49.215,50;-2.513,75
28.04.2024 12:00;28.04.2024 13:00;48.543,00;-4.892,25
28.04.2024 13:00;28.04.2024 14:00;46.383,00;-6.522,25
28.04.2024 14:00;28.04.2024 15:00;45.230,50;-5.143,75
28.04.2024 15:00;28.04.2024 16:00;45.383,25;-670,50
28.04.2024 16:00;28.04.2024 17:00;45.901,75;4.213,50
28.04.2024 17:00;28.04.2024 18:00;47.198,50;11.465,00
28.04.2024 18:00;28.04.2024 19:00;48.479,00;18.474,75
28.04.2024 19:00;28.04.2024 20:00;47.816,00;22.696,50
28.04.2024 20:00;28.04.2024 21:00;47.377,00;24.279,75
28.04.2024 21:00;28.04.2024 22:00;46.767,00;23.982,75
28.04.2024 22:00;28.04.2024 23:00;45.565,00;23.503,00
28.04.2024 23:00;29.04.2024 00:00;42.840,25;22.099,25
29.04.2024 00:00;29.04.2024 01:00;40.477,25;23.847,00
29.04.2024 01:00;29.04.2024 02:00;39.324,00;25.092,25
29.04.2024 02:00;29.04.2024 03:00;38.954,25;26.744,00
29.04.2024 03:00;29.04.2024 04:00;39.716,50;29.476,25
29.04.2024 04:00;29.04.2024 05:00;41.348,00;32.673,75
29.04.2024 05:00;29.04.2024 06:00;44.829,50;37.210,75
29.04.2024 06:00;29.04.2024 07:00;51.745,25;43.805,50
29.04.2024 07:00;29.04.2024 08:00;56.797,25;44.993,50
29.04.2024 08:00;29.04.2024 09:00;60.077,50;41.804,00
29.04.2024 09:00;29.04.2024 10:00;61.078,50;35.327,75
29.04.2024 10:00;29.04.2024 11:00;61.214,75;27.875,25
29.04.2024 11:00;29.04.2024 12:00;61.675,25;22.702,75
29.04.2024 12:00;29.04.2024 13:00;61.106,75;19.918,75
29.04.2024 13:00;29.04.2024 14:00;60.060,25;19.643,25
29.04.2024 14:00;29.04.2024 15:00;58.756,75;21.253,50
29.04.2024 15:00;29.04.2024 16:00;57.624,00;24.804,25
29.04.2024 16:00;29.04.2024 17:00;56.722,25;30.143,75
29.04.2024 17:00;29.04.2024 18:00;57.088,50;37.837,25
29.04.2024 18:00;29.04.2024 19:00;57.600,50;45.868,00
29.04.2024 19:00;29.04.2024 20:00;57.614,00;50.794,50
29.04.2024 20:00;29.04.2024 21:00;56.440,00;50.033,50
29.04.2024 21:00;29.04.2024 22:00;53.892,50;45.032,00
29.04.2024 22:00;29.04.2024 23:00;50.504,00;39.393,25
29.04.2024 23:00;30.04.2024 00:00;46.946,50;34.538,25
30.04.2024 00:00;30.04.2024 01:00;43.214,25;28.575,50
30.04.2024 01:00;30.04.2024 02:00;41.840,00;26.937,50
30.04.2024 02:00;30.04.2024 03:00;41.238,75;26.293,00
30.04.2024 03:00;30.04.2024 04:00;41.737,00;27.079,75
30.04.2024 04:00;30.04.2024 05:00;42.764,50;28.467,25
30.04.2024 05:00;30.04.2024 06:00;45.929,75;32.108,00
30.04.2024 06:00;30.04.2024 07:00;52.780,25;38.111,00
30.04.2024 07:00;30.04.2024 08:00;57.634,50;38.568,50
30.04.2024 08:00;30.04.2024 09:00;60.095,00;34.605,00
30.04.2024 09:00;30.04.2024 10:00;60.415,75;27.737,75
30.04.2024 10:00;30.04.2024 11:00;60.983,75;21.180,00
30.04.2024 11:00;30.04.2024 12:00;61.422,75;16.299,50
30.04.2024 12:00;30.04.2024 13:00;60.806,25;12.480,50
30.04.2024 13:00;30.04.2024 14:00;59.854,00;10.752,00
30.04.2024 14:00;30.04.2024 15:00;58.573,75;11.114,50
30.04.2024 15:00;30.04.2024 16:00;57.163,50;13.861,00
30.04.2024 16:00;30.04.2024 17:00;56.071,00;19.252,75
30.04.2024 17:00;30.04.2024 18:00;56.055,50;27.264,25
30.04.2024 18:00;30.04.2024 19:00;56.587,50;36.389,50
30.04.2024 19:00;30.04.2024 20:00;56.608,75;42.047,75
30.04.2024 20:00;30.04.2024 21:00;55.695,25;41.571,75
30.04.2024 21:00;30.04.2024 22:00;53.251,00;37.110,00
30.04.2024 22:00;30.04.2024 23:00;48.461,25;30.696,75
30.04.2024 23:00;01.05.2024 00:00;44.917,25;26.664,00
01.05.2024 00:00;01.05.2024 01:00;40.312,00;22.807,50
01.05.2024 01:00;01.05.2024 02:00;38.043,75;20.916,75
01.05.2024 02:00;01.05.2024 03:00;37.346,50;20.598,25
01.05.2024 03:00;01.05.2024 04:00;37.075,00;20.636,75
01.05.2024 04:00;01.05.2024 05:00;36.744,75;20.256,25
01.05.2024 05:00;01.05.2024 06:00;37.164,25;20.282,50
01.05.2024 06:00;01.05.2024 07:00;38.113,00;19.118,00
01.05.2024 07:00;01.05.2024 08:00;40.574,00;15.700,50
01.05.2024 08:00;01.05.2024 09:00;44.286,75;11.891,50
01.05.2024 09:00;01.05.2024 10:00;47.879,00;7.543,75
01.05.2024 10:00;01.05.2024 11:00;48.971,75;451,25
01.05.2024 11:00;01.05.2024 12:00;50.271,50;-4.354,75
01.05.2024 12:00;01.05.2024 13:00;49.749,00;-7.869,00
01.05.2024 13:00;01.05.2024 14:00;46.855,00;-10.630,00
01.05.2024 14:00;01.05.2024 15:00;46.478,75;-10.101,25
01.05.2024 15:00;01.05.2024 16:00;44.486,25;-9.258,25
01.05.2024 16:00;01.05.2024 17:00;43.266,50;-7.403,25
01.05.2024 17:00;01.05.2024 18:00;44.540,75;-234,75
01.05.2024 18:00;01.05.2024 19:00;46.974,75;10.124,75
01.05.2024 19:00;01.05.2024 20:00;46.526,75;15.985,75
01.05.2024 20:00;01.05.2024 21:00;46.159,50;16.378,50
01.05.2024 21:00;01.05.2024 22:00;45.373,75;13.983,50
01.05.2024 22:00;01.05.2024 23:00;45.114,50;13.351,50
01.05.2024 23:00;02.05.2024 00:00;42.526,00;10.931,50
02.05.2024 00:00;02.05.2024 01:00;43.120,00;12.935,75
02.05.2024 01:00;02.05.2024 02:00;41.854,50;12.712,50
02.05.2024 02:00;02.05.2024 03:00;41.254,00;12.995,25
02.05.2024 03:00;02.05.2024 04:00;41.632,50;13.902,25
02.05.2024 04:00;02.05.2024 05:00;43.096,00;15.567,25
02.05.2024 05:00;02.05.2024 06:00;46.849,00;19.401,25
02.05.2024 06:00;02.05.2024 07:00;53.486,75;24.623,00
02.05.2024 07:00;02.05.2024 08:00;58.316,00;25.020,75
02.05.2024 08:00;02.05.2024 09:00;61.011,75;21.946,75
02.05.2024 09:00;02.05.2024 10:00;61.496,75;16.242,25
02.05.2024 10:00;02.05.2024 11:00;61.666,50;9.558,75
02.05.2024 11:00;02.05.2024 12:00;62.562,25;5.789,75
02.05.2024 12:00;02.05.2024 13:00;62.039,75;3.344,75
02.05.2024 13:00;02.05.2024 14:00;60.373,25;2.238,00
02.05.2024 14:00;02.05.2024 15:00;58.773,75;3.420,00
02.05.2024 15:00;02.05.2024 16:00;57.633,00;6.479,75
02.05.2024 16:00;02.05.2024 17:00;56.646,00;11.071,75
02.05.2024 17:00;02.05.2024 18:00;56.806,50;17.311,25
02.05.2024 18:00;02.05.2024 19:00;57.362,75;24.601,00
02.05.2024 19:00;02.05.2024 20:00;57.124,25;29.759,00
02.05.2024 20:00;02.05.2024 21:00;55.834,50;29.899,00
02.05.2024 21:00;02.05.2024 22:00;53.602,25;26.684,50
02.05.2024 22:00;02.05.2024 23:00;50.596,25;23.183,75
02.05.2024 23:00;03.05.2024 00:00;46.659,25;19.487,00
03.05.2024 00:00;03.05.2024 01:00;46.044,00;18.688,00
03.05.2024 01:00;03.05.2024 02:00;44.455,75;17.652,00
03.05.2024 02:00;03.05.2024 03:00;43.645,75;17.229,50
03.05.2024 03:00;03.05.2024 04:00;44.040,50;18.184,75
03.05.2024 04:00;03.05.2024 05:00;45.435,50;20.233,25
03.05.2024 05:00;03.05.2024 06:00;48.922,00;24.571,50
03.05.2024 06:00;03.05.2024 07:00;55.422,00;30.765,00
03.05.2024 07:00;03.05.2024 08:00;60.241,00;33.364,75
03.05.2024 08:00;03.05.2024 09:00;62.976,75;32.850,50
03.05.2024 09:00;03.05.2024 10:00;63.356,50;29.371,25
03.05.2024 10:00;03.05.2024 11:00;63.257,00;26.081,75
03.05.2024 11:00;03.05.2024 12:00;63.404,50;24.056,25
03.05.2024 12:00;03.05.2024 13:00;62.818,25;22.488,50
03.05.2024 13:00;03.05.2024 14:00;61.210,50;21.106,25
03.05.2024 14:00;03.05.2024 15:00;59.544,25;20.863,75
03.05.2024 15:00;03.05.2024 16:00;58.292,00;22.458,00
03.05.2024 16:00;03.05.2024 17:00;57.218,00;25.498,00
03.05.2024 17:00;03.05.2024 18:00;57.486,75;30.758,50
03.05.2024 18:00;03.05.2024 19:00;57.765,50;36.547,50
03.05.2024 19:00;03.05.2024 20:00;57.170,00;41.011,00
03.05.2024 20:00;03.05.2024 21:00;55.544,75;42.378,00
03.05.2024 21:00;03.05.2024 22:00;53.347,50;41.280,00
03.05.2024 22:00;03.05.2024 23:00;50.434,25;38.884,50
03.05.2024 23:00;04.05.2024 00:00;46.722,25;35.636,75
04.05.2024 00:00;04.05.2024 01:00;43.260,00;35.523,00
04.05.2024 01:00;04.05.2024 02:00;41.359,75;34.142,25
04.05.2024 02:00;04.05.2024 03:00;40.026,50;33.251,75
04.05.2024 03:00;04.05.2024 04:00;39.557,50;33.420,75
04.05.2024 04:00;04.05.2024 05:00;39.723,75;34.235,75
04.05.2024 05:00;04.05.2024 06:00;40.516,50;35.579,50
04.05.2024 06:00;04.05.2024 07:00;41.372,00;35.823,25
04.05.2024 07:00;04.05.2024 08:00;43.858,50;34.540,75
04.05.2024 08:00;04.05.2024 09:00;47.005,75;31.737,25
04.05.2024 09:00;04.05.2024 10:00;49.446,75;28.167,00
04.05.2024 10:00;04.05.2024 11:00;50.807,00;24.976,75
04.05.2024 11:00;04.05.2024 12:00;51.028,25;22.673,50
04.05.2024 12:00;04.05.2024 13:00;50.575,00;20.794,00
04.05.2024 13:00;04.05.2024 14:00;48.861,50;19.031,00
04.05.2024 14:00;04.05.2024 15:00;47.445,75;19.029,75
04.05.2024 15:00;04.05.2024 16:00;47.375,00;21.586,50
04.05.2024 16:00;04.05.2024 17:00;46.984,25;25.432,25
04.05.2024 17:00;04.05.2024 18:00;47.416,00;31.683,00
04.05.2024 18:00;04.05.2024 19:00;47.673,25;37.652,50
04.05.2024 19:00;04.05.2024 20:00;47.871,50;42.100,25
04.05.2024 20:00;04.05.2024 21:00;47.189,75;42.812,00
04.05.2024 21:00;04.05.2024 22:00;46.313,00;41.002,75
04.05.2024 22:00;04.05.2024 23:00;44.940,75;38.214,75
04.05.2024 23:00;05.05.2024 00:00;42.536,00;34.546,50
05.05.2024 00:00;05.05.2024 01:00;39.326,25;30.085,50
05.05.2024 01:00;05.05.2024 02:00;37.831,00;27.319,25
05.05.2024 02:00;05.05.2024 03:00;36.880,00;25.330,25
05.05.2024 03:00;05.05.2024 04:00;36.213,50;23.848,75
05.05.2024 04:00;05.05.2024 05:00;36.050,25;22.958,50
05.05.2024 05:00;05.05.2024 06:00;36.698,50;22.973,50
05.05.2024 06:00;05.05.2024 07:00;37.305,50;21.757,50
05.05.2024 07:00;05.05.2024 08:00;39.411,00;19.942,50
05.05.2024 08:00;05.05.2024 09:00;42.358,25;17.977,50
05.05.2024 09:00;05.05.2024 10:00;45.502,00;15.489,00
05.05.2024 10:00;05.05.2024 11:00;47.156,25;11.882,50
05.05.2024 11:00;05.05.2024 12:00;49.018,50;9.490,75
05.05.2024 12:00;05.05.2024 13:00;48.632,25;6.159,25
05.05.2024 13:00;05.05.2024 14:00;46.553,00;2.930,00
05.05.2024 14:00;05.05.2024 15:00;45.080,75;1.406,00
05.05.2024 15:00;05.05.2024 16:00;43.970,25;2.244,50
05.05.2024 16:00;05.05.2024 17:00;44.058,50;6.160,25
05.05.2024 17:00;05.05.2024 18:00;45.605,00;13.803,00
05.05.2024 18:00;05.05.2024 19:00;47.667,75;24.871,25
05.05.2024 19:00;05.05.2024 20:00;47.906,50;33.187,00
05.05.2024 20:00;05.05.2024 21:00;47.207,50;36.625,25
05.05.2024 21:00;05.05.2024 22:00;46.517,75;37.030,25
05.05.2024 22:00;05.05.2024 23:00;45.453,00;36.674,00
05.05.2024 23:00;06.05.2024 00:00;42.721,25;34.564,50
06.05.2024 00:00;06.05.2024 01:00;41.249,00;33.031,50
06.05.2024 01:00;06.05.2024 02:00;39.876,75;32.367,00
06.05.2024 02:00;06.05.2024 03:00;39.437,00;32.398,00
06.05.2024 03:00;06.05.2024 04:00;40.044,75;33.565,50
06.05.2024 04:00;06.05.2024 05:00;41.541,50;35.531,25
06.05.2024 05:00;06.05.2024 06:00;45.028,25;39.391,25
06.05.2024 06:00;06.05.2024 07:00;52.680,75;46.223,00
06.05.2024 07:00;06.05.2024 08:00;57.192,50;47.425,00
06.05.2024 08:00;06.05.2024 09:00;59.854,00;44.840,50
06.05.2024 09:00;06.05.2024 10:00;60.581,25;39.922,75
06.05.2024 10:00;06.05.2024 11:00;61.481,50;36.435,25
06.05.2024 11:00;06.05.2024 12:00;62.121,50;34.764,00
06.05.2024 12:00;06.05.2024 13:00;61.514,75;33.619,75
06.05.2024 13:00;06.05.2024 14:00;60.148,00;33.431,25
06.05.2024 14:00;06.05.2024 15:00;58.748,75;34.029,50
06.05.2024 15:00;06.05.2024 16:00;57.587,00;35.620,50
06.05.2024 16:00;06.05.2024 17:00;56.317,50;37.900,75
06.05.2024 17:00;06.05.2024 18:00;56.546,50;41.906,00
06.05.2024 18:00;06.05.2024 19:00;57.711,00;46.654,00
06.05.2024 19:00;06.05.2024 20:00;57.741,75;49.376,00
06.05.2024 20:00;06.05.2024 21:00;56.893,00;49.521,00
06.05.2024 21:00;06.05.2024 22:00;54.476,50;46.817,00
06.05.2024 22:00;06.05.2024 23:00;51.314,25;43.221,75
06.05.2024 23:00;07.05.2024 00:00;47.653,25;39.477,75
07.05.2024 00:00;07.05.2024 01:00;44.130,25;36.922,00
07.05.2024 01:00;07.05.2024 02:00;42.556,25;35.630,00
07.05.2024 02:00;07.05.2024 03:00;42.106,50;35.293,25
07.05.2024 03:00;07.05.2024 04:00;42.508,75;35.994,25
07.05.2024 04:00;07.05.2024 05:00;43.595,50;37.450,50
07.05.2024 05:00;07.05.2024 06:00;46.763,50;40.830,25
07.05.2024 06:00;07.05.2024 07:00;53.909,25;47.168,00
07.05.2024 07:00;07.05.2024 08:00;58.413,75;48.927,75
07.05.2024 08:00;07.05.2024 09:00;60.843,50;47.362,00
07.05.2024 09:00;07.05.2024 10:00;61.585,25;43.713,00
07.05.2024 10:00;07.05.2024 11:00;62.405,75;40.665,50
07.05.2024 11:00;07.05.2024 12:00;62.709,25;38.116,25
07.05.2024 12:00;07.05.2024 13:00;61.825,00;35.780,75
07.05.2024 13:00;07.05.2024 14:00;60.595,25;34.201,00
07.05.2024 14:00;07.05.2024 15:00;58.897,25;32.600,50
07.05.2024 15:00;07.05.2024 16:00;57.420,00;32.619,25
07.05.2024 16:00;07.05.2024 17:00;55.985,50;34.192,50
07.05.2024 17:00;07.05.2024 18:00;56.186,75;38.479,25
07.05.2024 18:00;07.05.2024 19:00;57.443,25;44.497,50
07.05.2024 19:00;07.05.2024 20:00;57.665,50;48.820,25
07.05.2024 20:00;07.05.2024 21:00;56.712,25;49.609,50
07.05.2024 21:00;07.05.2024 22:00;54.290,50;46.904,25
07.05.2024 22:00;07.05.2024 23:00;51.171,00;43.532,25
07.05.2024 23:00;08.05.2024 00:00;47.646,75;40.270,75
08.05.2024 00:00;08.05.2024 01:00;43.583,00;36.807,25
08.05.2024 01:00;08.05.2024 02:00;41.976,75;35.682,00
08.05.2024 02:00;08.05.2024 03:00;41.752,25;35.798,00
08.05.2024 03:00;08.05.2024 04:00;42.326,75;36.911,75
08.05.2024 04:00;08.05.2024 05:00;43.620,25;38.810,50
08.05.2024 05:00;08.05.2024 06:00;46.765,50;42.435,00
08.05.2024 06:00;08.05.2024 07:00;53.861,75;48.714,75
08.05.2024 07:00;08.05.2024 08:00;58.550,75;50.328,75
08.05.2024 08:00;08.05.2024 09:00;60.965,75;47.980,75
08.05.2024 09:00;08.05.2024 10:00;61.638,75;42.721,75
08.05.2024 10:00;08.05.2024 11:00;62.461,25;38.358,00
08.05.2024 11:00;08.05.2024 12:00;63.110,00;35.771,50
08.05.2024 12:00;08.05.2024 13:00;62.535,50;33.675,00
08.05.2024 13:00;08.05.2024 14:00;61.311,50;32.420,25
08.05.2024 14:00;08.05.2024 15:00;59.466,50;31.159,50
08.05.2024 15:00;08.05.2024 16:00;57.917,50;31.885,25
08.05.2024 16:00;08.05.2024 17:00;56.229,75;33.668,50
